1000 10000
559 573 4499
633 687 8164
231 939 4966
572 469 8163
98 454 1979
461 516 4178
62 216 6214
437 824 5645
10 248 7887
323 569 4976
41 480 3901
539 112 9587
54 694 8525
371 265 6993
533 715 7799
863 175 6314
40 237 4882
254 673 1057
898 34 8657
136 709 9225
111 749 4056
363 640 5519
950 693 9212
826 416 1829
171 300 4543
969 515 3069
634 906 1305
867 159 3329
924 408 2715
580 895 8423
156 358 7523
212 720 8162
730 669 1207
294 495 7974
122 665 273
16 633 9139
84 618 6045
741 485 3555
69 408 963
135 987 5209
909 142 8566
432 705 1286
593 787 2954
151 80 4800
124 553 3816
749 920 7800
887 3 9418
931 743 9902
486 164 309
800 650 5647
8 559 5140
926 990 2845
211 582 631
516 85 7710
316 208 8614
483 956 1533
283 843 5887
700 773 2982
953 610 2497
613 761 7146
259 769 1704
398 694 3693
242 256 7627
224 771 4711
285 438 2918
898 921 5226
782 555 8068
669 606 192
650 558 8802
146 170 3914
291 780 1682
347 177 9727
39 771 9334
17 346 7105
79 631 542
997 880 9814
574 662 6368
641 682 5973
832 331 4882
985 828 7051
899 470 7182
932 816 1359
11 207 1481
344 223 8178
800 302 2808
694 650 6688
507 223 7701
227 215 5382
551 46 9064
433 383 4891
835 633 6360
17 916 5176
727 926 1382
559 622 8956
736 773 2609
896 466 5258
583 325 4832
635 551 3046
16 453 6444
79 885 178
321 72 1810
680 88 5725
207 166 8003
940 724 7976
248 811 2748
856 706 9214
466 640 3538
297 274 8440
695 641 9892
138 71 9129
667 391 3200
476 423 5639
552 629 4156
906 921 231
881 168 2041
629 23 8747
194 840 9738
83 137 12
522 183 4004
765 672 8075
245 338 3465
796 165 2887
786 716 7868
941 974 9788
171 854 307
212 834 5681
310 27 7521
399 109 7009
410 982 7191
414 99 862
840 695 8199
304 491 7363
543 276 430
410 569 1755
549 739 2961
855 302 6794
535 963 5173
407 362 5281
415 123 4615
605 888 3065
818 727 9759
368 383 601
730 925 1229
512 686 5797
618 234 887
578 440 8541
372 326 3855
544 733 216
176 147 6691
142 104 930
206 273 1009
317 641 391
917 722 4667
145 585 5352
293 203 4937
532 780 3728
72 151 1053
926 46 7137
494 574 2636
536 715 1091
465 273 3363
473 941 4003
215 857 6725
881 354 8309
584 998 511
872 529 6291
599 600 8793
4 878 3191
140 723 4764
127 258 830
217 74 4454
580 899 5394
582 113 4251
658 346 4956
967 929 6953
829 153 3834
119 103 7785
264 458 2662
454 950 7736
569 76 6993
398 293 419
204 872 6317
597 805 1429
199 463 6774
506 781 4055
459 609 4559
644 80 5661
428 343 1119
90 148 8068
825 716 9143
170 465 1787
588 20 3010
256 617 6815
684 815 2629
810 673 2409
216 131 9369
774 126 3448
434 553 6142
552 994 4289
971 171 5356
114 340 173
252 279 3192
262 534 6160
76 569 3327
56 730 5999
816 945 7481
184 718 1606
632 152 6158
125 55 152
414 26 1322
121 491 3013
645 742 9291
837 355 9176
996 430 4096
674 837 826
672 652 9770
152 836 5488
757 819 9991
267 943 8045
418 708 422
91 181 6264
103 825 7358
745 13 6712
272 361 7494
367 34 2330
544 706 9982
314 209 6169
801 966 4339
143 584 633
187 353 9341
961 443 4873
224 897 4697
581 993 4710
293 264 1070
786 982 7103
467 526 5160
800 191 6369
320 991 8686
658 485 8269
643 671 1621
983 983 6415
207 207 9311
903 139 2303
964 783 918
33 568 9251
488 387 1776
647 186 966
367 858 2308
52 515 5792
672 157 5815
644 491 2797
58 697 9355
720 952 6494
374 915 7276
643 300 9196
894 787 934
21 785 2471
987 504 6328
646 907 6843
790 579 7351
956 222 7194
104 632 1242
459 703 4193
304 77 3460
931 719 3759
478 612 4897
411 633 2033
882 971 1536
209 968 8443
403 757 7373
106 64 9946
299 168 2577
540 978 3632
85 281 2708
544 563 9778
302 41 1390
550 803 8374
582 684 1696
470 245 3663
912 647 2772
284 752 1187
581 402 5354
158 942 7331
789 26 9963
848 569 6878
625 222 918
366 123 5720
91 704 3756
138 173 1352
801 436 5350
924 71 9454
110 652 855
816 161 7148
498 301 6173
461 148 4093
690 124 4666
607 842 2788
678 932 6844
785 70 8368
136 222 5804
486 497 9226
939 958 5877
145 773 1037
293 271 8337
817 83 6836
262 772 6312
927 730 8153
67 759 7084
910 544 7505
629 679 6726
784 516 222
10 806 9180
886 951 5304
275 595 9574
963 411 1008
151 672 131
462 951 7860
614 17 2619
697 278 8162
554 906 2192
279 690 60
853 699 4865
384 936 167
687 562 6761
613 877 3524
972 27 8195
103 488 4497
962 453 2513
932 501 8142
445 54 7048
989 685 4089
48 537 2139
264 272 3426
783 958 8988
895 922 6216
418 894 9242
965 996 7081
461 309 1533
326 593 6033
467 37 4439
866 377 7123
306 776 659
796 40 6930
222 174 1239
561 68 9513
776 486 6406
369 802 4753
801 614 2413
333 939 2005
717 758 4394
507 975 1770
629 281 546
639 76 1937
920 649 6110
159 561 6177
23 688 2014
428 56 1815
532 856 2781
944 540 4719
301 609 4828
46 115 3803
815 744 8435
712 734 862
1000 654 4511
109 164 7423
638 186 3111
3 965 3518
170 496 5726
950 791 1265
20 91 5225
848 136 9340
650 303 3435
84 366 8168
945 366 3173
807 826 3336
230 815 873
692 818 5837
209 339 5684
934 288 6475
551 307 2917
775 154 9405
466 155 4059
900 590 7424
420 535 4141
944 693 319
280 922 2133
504 613 4302
341 174 8640
24 107 4279
850 657 5938
767 784 8443
523 249 5598
581 501 2187
4 920 9073
497 863 766
815 494 1039
947 998 3004
601 690 177
240 65 8283
871 915 1292
808 33 8075
250 555 675
199 487 6175
386 490 5446
810 338 1661
575 152 8154
966 99 8503
969 699 2192
497 290 1257
131 160 8523
422 319 555
848 569 9461
523 767 2947
49 504 4788
495 314 9126
155 240 2629
660 205 1079
163 525 8777
706 21 3419
314 504 2930
836 277 3249
742 125 2817
554 999 9935
852 47 439
992 893 6104
469 47 7695
97 707 6252
176 221 4776
304 278 6149
722 592 8652
4 779 9928
252 873 4404
420 426 2754
706 630 4801
496 621 5045
599 89 6092
294 537 5150
545 712 722
672 16 4999
172 89 1942
175 444 3721
455 695 9945
858 466 3722
964 524 4351
116 19 9323
160 618 7763
251 263 2300
752 159 363
473 182 4378
824 354 6819
765 880 4262
837 334 6309
781 544 2126
503 507 1649
205 622 1668
528 133 4637
290 736 8251
941 487 8761
304 312 942
33 135 3647
851 251 5527
465 88 2860
125 868 2755
250 722 5261
899 927 4234
918 806 4719
906 447 6454
156 388 940
916 691 5251
857 75 737
856 278 2988
382 742 2075
593 866 4294
348 467 3368
960 717 3646
546 986 4451
264 891 9897
717 46 8636
656 313 4678
259 522 8753
995 377 4030
334 758 1123
408 702 6340
54 49 1806
421 361 5523
66 906 5508
868 521 2751
116 237 2796
752 244 3461
781 854 2982
533 201 1358
914 534 467
36 294 9520
375 347 4921
533 119 8281
407 536 6538
266 755 8058
16 870 5646
164 973 3889
624 754 743
957 638 3295
666 552 1828
484 939 1121
3 666 1819
923 198 937
203 604 4824
92 221 1578
149 237 7448
794 400 3772
35 375 8877
777 331 1515
71 996 8418
250 479 708
371 833 8373
541 756 5922
830 310 8877
653 402 9098
231 550 9334
30 696 5085
153 730 9811
30 858 6493
544 280 6488
313 529 9318
20 251 8150
745 792 4257
666 621 9567
543 625 3320
640 207 7221
325 236 6916
761 389 8997
923 770 7854
415 313 9485
254 977 3014
923 996 8616
424 92 1759
681 758 9731
599 300 7356
918 291 2562
138 967 9150
406 727 890
402 1 6659
256 415 4323
92 668 8651
457 942 7646
73 365 8738
183 397 7847
914 995 1146
621 264 6788
534 402 7754
683 159 1832
924 560 8832
582 167 1598
256 259 6617
906 715 9558
904 139 4922
993 322 9671
839 587 665
336 207 3929
123 92 6682
228 775 2192
411 50 6751
242 984 7270
191 239 6880
807 145 8594
364 400 85
637 392 6758
307 582 8344
324 917 4902
604 391 8993
637 970 6119
828 380 7169
930 973 5152
551 163 742
430 321 6238
376 684 5637
460 672 380
217 331 1961
912 6 4229
813 609 3971
157 597 5292
628 424 3671
148 705 6995
299 256 509
392 685 829
630 412 3864
618 871 4536
998 439 5218
310 350 223
539 514 6183
861 23 9779
153 650 9554
175 797 8610
170 447 7865
678 838 6902
507 467 4313
722 437 6536
609 434 326
826 743 4028
400 633 2541
582 846 3915
360 998 1564
265 524 1712
875 693 3158
91 723 9348
344 581 166
9 302 7602
544 911 2035
221 88 8130
248 488 114
141 69 1959
55 781 5308
971 397 184
682 623 7228
192 714 6950
539 57 2882
56 65 2536
658 960 6798
44 181 885
525 428 7724
639 568 7145
949 975 5277
609 945 1673
144 626 1296
371 817 8361
673 707 3417
554 763 9834
441 772 4145
238 815 325
475 692 5105
550 682 1024
694 982 1998
970 942 2294
995 85 920
642 456 88
2 128 9147
770 33 8261
603 474 5032
100 63 4198
776 889 3889
880 439 570
256 132 8904
605 454 7845
899 448 3930
170 441 4385
609 442 8864
755 211 3896
15 166 4721
398 265 1784
596 40 8672
836 272 9462
758 879 8594
661 483 399
505 733 198
434 254 5638
170 863 5079
33 969 4641
929 984 4158
649 733 7774
784 328 5814
456 516 2437
917 273 2315
862 933 149
260 789 8234
809 223 7487
446 744 4349
876 777 4318
869 57 5653
26 57 3385
800 841 8065
965 648 9932
401 916 3204
67 778 9488
215 389 276
800 550 5850
287 995 6946
987 223 9722
656 91 7130
308 116 1186
45 267 26
461 231 5025
744 631 2941
947 697 5070
786 264 1810
61 63 3359
263 701 1706
208 688 1928
281 343 5018
410 3 1485
947 399 2752
973 211 982
997 954 4965
289 252 7013
358 37 7276
168 449 6691
878 711 6391
583 270 7078
510 902 5773
879 663 8127
364 610 7525
115 934 4735
448 930 6040
412 219 8291
425 928 7327
52 447 9775
742 325 7838
485 907 8459
914 769 1361
686 647 6375
812 362 1984
688 828 917
774 276 8199
813 687 6769
103 463 1696
781 515 1143
908 608 8467
745 92 1725
555 6 6493
267 43 492
642 855 8853
625 894 681
542 668 6956
92 832 8994
860 287 3809
555 67 8675
49 974 282
867 70 1374
592 977 1731
436 243 773
927 884 2979
780 509 5873
812 402 6892
119 845 5723
464 704 3361
272 610 780
946 11 4105
228 877 1175
953 820 9503
683 256 7745
455 182 8629
434 313 489
658 124 4242
901 242 8086
975 706 5141
336 329 750
115 275 8760
219 854 7637
745 806 1808
247 840 5063
992 294 597
972 79 909
812 88 9385
405 988 2978
490 963 7035
630 650 5364
731 764 2990
491 334 3843
479 79 2000
286 677 2839
349 20 3484
297 343 6915
557 154 9002
941 558 9342
271 399 7304
305 28 5305
668 111 5068
9 601 3401
851 431 7831
850 716 7860
40 416 4879
524 712 222
438 269 727
791 561 4285
132 831 1683
787 136 8063
91 155 4173
510 164 5125
263 366 8555
93 568 6270
952 607 9686
183 482 5749
756 919 5369
482 710 7930
766 193 2760
801 980 3247
215 422 4754
387 932 269
511 194 3634
65 638 3201
686 942 8160
723 124 5641
824 879 8912
192 360 621
121 478 9165
233 630 9144
831 844 8566
584 230 8849
852 92 7042
838 508 3679
390 193 6620
549 268 7095
542 91 8973
453 282 5685
425 755 1514
589 339 8143
85 169 9986
2 753 7567
850 956 9658
243 793 7517
921 535 1061
893 83 6328
987 976 1770
312 780 52
996 204 8158
509 145 2496
3 229 9016
988 230 6120
554 431 4076
563 673 9220
79 945 4754
139 837 5189
819 824 6164
588 135 2944
991 482 2499
500 342 7643
995 344 223
11 683 8804
130 588 2234
557 150 258
777 580 203
882 70 5039
70 888 8214
586 828 8700
881 818 2181
731 318 2874
726 664 6217
948 26 4899
752 508 2838
337 64 3339
595 192 3918
149 426 1988
539 847 227
753 784 4054
452 16 6224
985 747 8541
858 472 2556
427 771 4582
677 874 7089
515 211 504
853 157 4048
771 657 8825
110 195 3671
688 947 7455
94 751 9470
317 87 8568
209 944 2391
116 370 1162
697 47 35
137 561 7597
993 765 4105
392 887 9761
216 996 2308
886 36 3606
692 481 2356
514 797 3442
81 357 9738
472 472 1107
633 521 1505
19 9 7417
968 1 2182
72 744 6068
185 959 7416
492 845 6451
97 888 9931
805 401 4079
598 482 3787
687 305 1610
146 289 2130
650 307 1491
67 274 7491
248 698 9587
667 882 7545
82 725 7741
884 173 7629
166 977 9381
596 927 8862
382 613 7518
992 758 3806
473 760 465
963 178 5090
806 777 1787
392 443 3020
288 525 4744
29 760 6917
9 926 8245
389 521 8523
603 903 7488
120 246 6245
926 70 5356
742 385 9533
831 190 7309
618 933 4752
637 220 5628
733 600 6387
1 608 3312
597 349 3185
120 951 3439
607 70 2036
203 347 1105
559 88 8489
443 919 8030
752 888 2962
855 876 3534
482 608 7485
220 960 6093
884 557 1441
68 28 8743
506 634 2812
541 188 6511
997 98 3950
486 541 3868
867 644 7107
829 498 3983
714 331 1942
198 902 7902
642 785 2810
434 204 8837
176 61 9822
340 953 2009
202 950 3459
151 787 999
371 653 994
477 833 1843
811 546 9173
753 96 8426
6 89 211
815 875 414
3 50 2475
824 741 8427
184 294 5728
642 445 6514
992 167 5167
985 643 7351
827 806 3897
351 910 1344
777 915 5784
339 81 8658
104 83 5060
930 906 7800
709 89 6094
436 83 3890
302 74 5056
820 59 3050
170 237 1855
418 588 9764
761 716 1030
897 406 2110
554 509 8192
613 791 5449
413 499 9538
858 286 6620
99 587 4045
154 406 103
555 576 9340
410 993 7279
525 106 2346
907 2 4751
16 907 7611
560 520 3401
8 284 6899
897 493 6537
516 591 6123
561 744 9881
15 298 8808
706 59 3152
336 936 4257
681 842 610
783 857 4517
394 416 7388
146 776 671
45 672 3163
581 540 8753
55 452 2496
287 466 145
94 524 3556
246 859 2491
854 892 4332
464 26 7540
332 771 308
719 917 8083
389 961 6754
903 893 9293
655 299 9744
502 586 4562
998 31 3085
553 276 5295
43 130 3538
726 945 8916
618 628 2686
277 698 4602
359 438 7914
464 340 2806
109 346 4457
204 847 6394
765 844 7424
201 749 7052
848 143 9533
737 221 1829
652 838 8456
338 114 3153
939 824 6590
853 287 8281
10 747 626
818 951 8824
211 67 6667
987 268 6767
38 467 8910
570 203 130
398 207 4319
205 544 1784
357 834 607
298 38 245
930 48 9992
555 865 5942
378 428 9008
396 414 8627
163 451 6445
424 20 6000
905 769 6206
223 973 6101
6 681 286
964 330 324
208 259 5371
199 813 2587
492 542 2014
852 937 7427
830 451 2229
275 226 9600
626 130 1368
183 704 8692
283 61 4724
920 24 6053
243 584 7311
613 134 5475
552 626 9368
917 829 5657
696 658 1107
924 284 3685
876 261 7166
595 443 5870
287 77 4282
10 997 6658
415 239 3241
725 204 374
552 107 351
271 23 2179
927 718 7189
386 994 1824
70 869 2085
235 463 6879
456 101 2308
738 111 2304
395 525 9894
987 601 449
360 504 2907
63 775 2930
241 53 6999
781 438 7344
957 507 7212
41 94 7027
271 901 9127
578 638 8237
233 384 3113
479 370 1066
279 82 3921
186 144 4695
467 736 1748
465 517 2537
809 473 4396
372 865 4489
398 487 1389
877 65 9379
465 649 5114
578 127 5484
995 406 9917
915 943 6060
962 409 8795
709 225 1663
245 385 6487
992 109 5351
480 506 7838
221 382 6254
599 199 2902
64 776 381
547 122 9138
463 36 2080
874 997 4840
21 57 8064
683 654 1801
522 645 6909
872 125 6766
61 697 500
666 647 2698
920 710 2825
300 609 1946
789 423 3981
220 297 6330
59 669 4386
474 703 7039
626 224 8684
534 96 160
652 508 2856
151 526 8854
200 445 563
24 96 6171
969 884 1946
301 103 1242
630 513 8262
16 338 1964
406 964 5188
89 849 9635
600 500 3142
807 2 1019
660 201 3463
575 576 9910
97 896 3145
42 197 1599
635 178 111
896 545 9449
860 951 7764
399 391 5612
33 991 6112
526 149 6113
545 161 4666
359 735 8241
269 183 5137
413 225 5685
12 211 9862
474 459 8407
922 670 8357
37 68 1099
649 100 441
112 625 5590
224 521 1750
241 880 5836
482 148 4018
970 912 4594
654 923 5157
515 397 7615
273 670 284
981 707 4703
80 707 7802
872 818 1778
461 393 1299
562 634 6178
749 467 2677
119 436 7588
64 89 8863
220 955 259
186 580 280
821 912 338
523 991 6044
324 215 9861
102 675 4254
752 589 3887
929 337 3353
605 455 4140
544 519 5580
406 90 3886
664 276 7465
296 96 7377
633 971 4719
677 294 9933
889 747 4960
142 498 1548
380 778 8236
84 734 9043
575 278 8561
154 683 1002
40 699 7629
504 994 8725
232 978 1695
951 6 4340
235 895 8439
194 388 5288
93 120 1066
329 555 4799
371 130 4076
283 283 4111
636 322 8809
265 178 1154
341 761 5131
387 711 9489
726 298 7735
164 843 4122
452 936 1593
869 616 7148
667 338 1277
95 972 9559
205 607 2233
365 223 6762
518 563 522
1000 949 4585
840 27 8882
574 190 4724
48 993 11
640 213 2978
787 232 6315
63 326 7638
974 882 5245
558 598 5819
319 115 5382
840 466 8330
424 306 5356
305 231 4898
381 278 2242
743 918 4807
721 56 1038
35 471 7715
673 444 2596
269 353 7193
87 671 2659
820 862 476
502 286 133
209 942 9364
106 674 4993
700 417 5910
506 137 8318
895 523 788
609 195 5583
556 815 4935
748 254 1957
758 425 818
585 926 2455
718 135 9397
433 592 9070
777 643 7838
39 148 5974
356 394 2497
143 2 5043
77 557 5210
11 656 2463
319 413 1239
136 350 7165
591 419 4651
339 851 2242
760 979 4885
598 17 7384
571 372 778
419 514 9131
462 942 8688
671 952 9343
485 270 108
723 758 7809
239 700 6227
889 38 7429
483 797 6407
719 746 5424
454 669 2795
583 87 5661
714 900 9602
401 922 5906
95 406 6527
554 481 8636
362 71 8335
588 312 1372
16 794 9521
423 864 618
198 317 4286
992 900 9373
4 965 3624
958 365 9546
863 811 2303
741 365 3135
377 726 9206
711 666 1517
435 681 8662
955 455 5525
924 652 2193
210 996 3092
934 999 56
557 308 1772
102 170 7583
405 911 299
891 287 1376
96 997 7041
964 783 1074
625 737 9880
501 13 2532
694 222 879
785 155 4229
193 63 8537
316 165 6058
898 921 6968
548 811 2606
924 259 4955
964 222 1737
389 199 8826
269 699 6838
152 392 59
30 529 565
610 73 5627
146 388 1143
204 286 9415
523 185 7226
129 108 2836
435 424 5057
171 812 1607
348 80 5306
185 583 1049
595 612 5577
159 222 1649
138 719 7389
632 274 4026
47 149 8210
624 629 1318
459 63 3093
867 585 8256
474 933 6688
779 117 7270
179 64 882
756 574 4455
756 711 6525
144 343 3151
169 741 1299
379 364 9927
48 822 3989
492 688 7925
747 513 7857
434 643 3326
704 822 4389
937 929 7962
743 684 6025
267 180 9719
769 700 8459
67 430 2174
345 829 7347
333 320 9034
610 67 7899
466 852 6541
791 555 2362
531 843 7290
845 585 9326
221 204 5857
939 972 4556
749 391 9986
274 735 9814
620 420 3486
5 29 6552
903 846 4755
444 637 6310
157 519 7504
799 363 89
124 583 9644
980 873 2967
887 973 1357
872 246 7444
38 865 8863
523 870 6243
426 124 1088
180 567 3076
841 76 6595
345 874 2309
785 349 6244
780 328 4468
746 214 5441
455 438 4038
898 475 4903
112 997 6124
706 774 9247
793 953 7166
221 794 2241
167 490 8114
475 274 462
70 405 5141
538 150 6706
978 956 5143
15 205 2969
269 316 7317
392 373 1090
991 166 5395
156 738 188
748 904 2029
861 378 4654
674 800 4058
166 337 9559
871 314 2515
366 680 6719
686 949 7387
3 692 759
444 682 4276
838 189 1013
377 936 3916
405 148 1646
58 173 445
467 338 4781
26 561 6446
540 278 3125
610 963 2425
996 317 469
107 761 6502
382 950 4043
395 327 8978
662 731 2126
307 141 298
103 607 4988
883 984 2900
680 875 9177
157 485 9491
581 832 1160
401 290 8920
255 672 869
297 418 3547
274 79 6278
751 738 2770
401 840 728
388 75 9712
639 754 4938
167 910 422
657 843 2606
816 243 2247
87 849 918
308 145 8687
854 771 3118
483 521 2207
252 921 46
980 660 472
43 650 7226
980 816 6135
754 473 2329
711 640 9924
957 727 1772
227 386 1917
265 239 5687
382 722 1559
588 325 3480
986 304 5491
457 698 4141
34 30 1308
169 783 3780
497 493 1772
420 801 1498
544 27 2883
460 292 9473
498 25 1194
56 965 3519
887 302 7174
730 110 8224
222 144 5253
529 664 1387
661 512 9231
432 284 1031
281 827 410
163 638 6053
987 135 1077
533 190 393
51 429 7694
576 158 9804
151 379 3947
403 907 2610
789 567 4473
19 350 6756
402 630 7582
811 144 5219
863 131 1705
291 663 2247
684 65 6675
729 992 6832
532 143 9562
830 545 9820
791 686 7739
264 56 5088
19 457 9718
953 619 861
523 481 4343
228 124 5005
474 159 5421
148 887 6413
331 771 2555
892 600 5451
63 391 136
801 6 2192
241 24 2648
958 328 8267
170 851 5099
865 78 574
221 903 8732
642 50 3619
54 732 7741
960 975 2340
410 37 9082
546 838 6087
89 430 6463
88 387 7790
354 908 1640
805 124 6069
378 345 6971
462 986 7372
432 391 4103
172 702 3077
511 111 466
593 8 7655
679 448 6084
493 536 1822
283 241 2081
274 45 1205
695 775 549
17 236 1886
389 667 1628
843 838 2329
272 700 5791
737 292 2151
391 323 3598
474 815 9133
647 449 3374
727 75 7770
931 769 6544
479 785 1131
716 525 8797
343 720 9986
23 991 686
166 79 6329
316 821 3003
265 646 7170
398 292 6618
123 18 5692
892 949 6812
788 779 597
270 847 3473
419 541 3192
404 916 5534
441 81 4612
770 396 784
124 12 7429
293 409 2720
263 883 5090
306 775 9390
118 914 2520
66 183 6366
890 601 8907
82 357 8822
967 797 8254
931 918 3001
714 394 3012
143 686 7421
214 300 8655
655 606 5429
44 75 9694
564 492 6229
281 381 3829
539 814 1537
712 133 3686
965 63 6603
965 776 2348
329 270 9034
101 836 8685
755 490 642
536 886 1716
229 449 1559
457 81 7292
638 620 2105
174 683 4237
859 648 4651
814 964 1427
161 292 1048
546 392 9883
583 499 5725
224 34 1610
940 262 6410
850 71 6490
141 708 3461
598 233 6144
186 444 2791
837 257 9106
615 769 1750
662 667 4493
897 249 5991
621 472 8024
230 763 6638
639 613 1708
128 753 9767
941 350 5999
84 536 442
226 724 6050
331 338 5171
80 351 6837
573 247 6085
915 867 9908
939 448 3671
928 86 1635
987 566 4739
753 506 1441
103 589 2328
897 814 2051
298 496 8388
468 576 8738
304 500 2985
740 414 3203
648 704 4651
670 631 88
656 617 9653
394 721 9510
834 824 3098
161 72 2263
211 369 9759
950 189 7334
688 492 2185
24 584 3950
578 583 654
580 604 1636
668 259 2253
320 652 1325
182 486 8500
279 998 571
542 209 6292
652 510 4480
337 197 8323
521 572 258
470 502 3840
123 81 5443
111 748 6701
715 420 8705
39 601 190
539 231 6187
461 124 8747
104 775 6257
935 111 3805
610 631 729
867 453 230
59 927 9662
853 37 2762
554 751 5533
610 790 1133
799 680 1715
337 492 6839
436 596 8965
44 530 9076
848 139 2058
928 6 1862
157 416 2789
171 268 9177
932 821 6928
464 430 69
948 580 7100
662 269 8591
852 56 7186
817 99 3716
244 946 9206
301 874 7563
163 382 8978
303 904 5246
479 835 9418
758 298 200
826 597 7779
925 259 7399
868 110 1454
53 278 2552
120 521 850
326 174 7075
888 688 7808
866 990 2712
111 820 4546
880 578 5196
79 755 5792
858 680 8050
608 899 1512
62 951 5141
965 71 1662
814 748 2187
240 987 5874
48 204 8215
759 666 2034
656 546 611
851 624 6718
995 481 8397
396 441 3295
259 854 8597
400 818 8019
413 984 7118
599 223 7105
824 622 3308
38 380 974
423 388 9519
386 238 9142
103 232 3975
851 980 1415
497 238 9268
93 637 6437
464 49 3772
581 999 1995
685 822 7968
993 211 5348
318 634 4087
836 371 6676
329 473 5260
303 323 4239
69 819 1476
688 263 2113
477 726 513
248 307 2512
594 343 6685
562 335 1248
261 4 1881
347 839 4603
22 520 7075
281 822 6749
519 243 6919
995 930 6181
107 758 5259
971 6 8565
482 599 5907
519 160 594
766 420 3597
998 118 788
600 140 1307
26 772 5480
774 291 4722
692 637 1004
224 95 7113
482 65 4118
398 899 6717
657 417 9228
250 182 7000
198 179 4117
337 130 7256
995 155 4380
827 928 670
900 971 306
255 194 5400
368 676 6464
485 73 2362
553 729 6130
781 330 6311
132 880 3841
248 568 6970
856 563 5476
235 389 3403
904 288 373
561 543 2567
312 910 1594
127 746 9666
841 299 1747
970 431 2076
633 562 3307
473 809 9875
795 16 5789
270 250 177
25 505 6816
749 417 6710
667 728 6971
260 207 1717
278 47 367
24 368 5797
451 1000 7710
110 825 3870
984 971 7886
772 240 487
300 616 2344
467 717 3760
177 383 2840
147 995 6046
215 624 8444
581 999 9811
377 801 2811
86 910 3987
308 245 3957
193 368 4548
679 667 9164
374 486 7232
134 662 4966
325 160 3960
370 375 2935
813 307 933
975 36 2734
137 121 1643
123 428 3888
79 972 5255
627 3 2274
142 376 8111
725 509 6772
690 185 4283
2 554 6009
936 718 2316
869 693 5351
954 829 2823
948 304 8603
187 382 6926
794 360 1928
67 853 2304
177 577 8164
300 267 2349
934 268 7254
943 203 1324
610 423 4368
312 376 9196
134 324 2499
88 510 8233
14 303 4592
293 721 9797
948 249 8373
464 548 1639
164 834 6258
417 128 2461
740 737 3883
459 48 9611
655 533 4934
505 621 2795
89 986 8450
33 278 4170
829 226 4419
201 689 2318
192 852 2151
449 620 6278
261 712 3366
496 170 8765
106 176 5298
391 33 4270
537 121 6255
986 153 9532
156 333 9109
926 886 6797
243 429 4000
746 877 1620
375 490 7331
93 985 1852
857 442 8028
154 184 1060
423 720 9180
29 706 9685
913 213 2369
21 138 9254
170 732 4682
521 829 4911
140 556 2400
822 648 3736
674 504 2177
701 10 5360
112 784 2431
291 813 9136
327 77 2348
696 449 2837
301 618 6569
983 139 8397
893 630 7304
644 804 3951
379 477 9807
907 529 3816
618 992 2951
48 634 7115
536 961 2191
883 8 3640
72 308 4609
640 290 2747
388 534 8729
692 177 3532
994 555 5360
800 813 2240
967 430 5231
918 478 6216
32 13 2176
575 247 4535
214 318 9843
822 309 5484
921 697 6370
1 740 8546
884 733 8453
243 885 8265
834 851 9695
416 120 5172
631 504 6536
159 78 9782
693 291 4100
887 464 2408
723 736 9456
92 736 2547
637 619 5632
441 213 8516
706 398 7718
752 813 9838
275 796 8341
810 306 5418
591 350 1060
42 237 9875
802 959 4611
257 402 6698
156 38 9669
787 831 5233
302 536 5631
371 639 8795
208 913 942
900 722 4247
669 664 9597
80 58 3185
955 211 495
917 819 7896
966 974 285
986 760 6115
219 413 2
201 784 1640
347 991 8904
289 243 1977
887 911 6993
483 991 8050
19 297 260
513 213 9430
408 530 5404
45 516 163
159 734 8576
513 286 8359
504 632 5701
408 272 8943
736 159 6206
728 641 8548
129 12 5844
740 524 5408
170 284 3937
573 328 7452
87 486 7537
662 350 9822
372 854 5806
73 613 77
367 348 3235
572 76 1228
119 204 7239
314 296 8114
721 465 5397
10 37 5724
813 475 1562
350 137 2911
523 508 4116
328 932 7728
757 651 2076
343 222 503
570 693 4706
160 358 4001
274 79 7817
670 88 5205
746 900 2680
659 601 5168
569 476 1027
37 155 5959
764 911 1609
191 254 4182
693 175 2226
399 687 1584
751 960 4014
920 981 3453
124 78 3704
803 736 2305
322 657 1780
349 693 4286
307 808 7197
267 999 2802
800 691 5976
378 441 6662
313 544 2973
678 463 306
130 586 4383
833 741 3119
489 62 5775
620 410 2819
906 68 5626
454 686 2624
255 838 4315
582 567 1755
244 879 1650
568 556 9112
873 37 2050
256 869 6790
726 710 1203
852 681 9965
670 586 5384
295 39 5422
271 645 611
937 227 3177
43 470 1055
693 389 962
804 262 9998
853 869 8218
994 946 4279
549 797 9960
865 466 9545
248 112 2936
21 734 6580
631 670 2806
807 713 4627
213 405 5016
174 208 629
523 413 5849
93 406 3794
371 306 6590
330 170 3407
227 770 9870
514 790 8604
93 421 273
251 227 2985
877 792 8389
244 317 1949
224 192 9361
72 284 118
865 6 5424
806 688 1593
212 266 362
82 779 3504
685 871 8924
957 473 2502
294 702 5293
682 945 962
630 521 3153
342 592 2788
460 809 7793
883 614 4480
827 178 8745
189 611 9875
44 295 1746
967 603 2570
820 248 4271
465 930 8216
426 911 4088
930 253 8679
717 712 4839
509 946 2805
341 772 5982
85 312 592
960 355 5238
57 673 192
626 493 8440
249 957 4721
464 734 4631
