2000 40000
875 542 6055
214 1358 37518
41 136 16212
545 1442 17110
1227 935 5243
1166 182 33084
1100 1583 2908
846 1076 22537
1090 267 36401
854 1167 29213
732 393 33754
786 606 33111
655 999 11599
1219 1543 27392
328 1121 10327
1570 286 860
653 1737 34794
1913 583 11869
801 24 12488
1201 1229 38006
765 1961 36398
519 1098 5003
1981 1753 10353
1579 971 35895
1323 1650 3015
1 1219 23652
1212 223 11741
5 487 14675
225 1288 8698
1064 840 18279
1069 1605 6591
1818 475 19688
1173 807 7792
1525 386 27114
1772 60 14763
1138 60 12333
1142 1271 16556
882 1275 19394
1556 1499 7033
605 915 12225
883 1983 27829
1473 153 36655
1513 1325 35461
1304 849 32198
418 620 14257
1180 110 28316
1865 1251 27938
772 132 15212
165 39 31063
1198 643 7977
1422 1878 20311
1602 1702 24463
608 1214 21787
420 870 18988
618 1287 11959
1226 818 68
1894 682 3318
1831 1805 29801
1043 1970 17839
457 1519 12482
433 1292 24711
1095 1245 28412
1558 1852 35978
1696 271 18847
683 1240 485
642 466 35654
709 359 16688
27 541 36492
1827 1583 34461
18 391 10331
851 1175 23622
1561 270 14866
1972 1827 17069
301 1874 25692
1147 557 32931
1983 1198 5748
1637 258 12458
676 636 999
1167 815 22933
1980 832 29324
662 1682 24498
284 1242 25119
1501 1565 19297
570 218 25171
261 1364 21727
1543 1699 17276
1291 1687 15533
1748 362 12521
746 1880 5335
1679 211 4518
1354 873 26199
1851 1156 7792
970 1008 17708
266 1577 11925
1436 189 5641
1514 1732 39339
1141 1374 21377
674 1473 15738
1546 219 7969
880 249 36180
1397 1602 23404
1947 1804 36911
1738 1125 7918
1445 1743 33495
1722 1178 12035
1362 1044 23766
700 184 23491
76 1209 30964
165 754 3534
485 1985 7782
664 1733 25735
419 1679 5538
1329 1768 5015
1247 1565 10757
1093 1286 4286
1127 647 7329
1245 1698 29865
735 125 11073
1698 289 36179
1231 1125 34163
1364 141 2248
1098 559 13926
988 1888 26046
2 1134 23610
758 226 14895
1043 1704 5541
724 948 31238
588 1683 29714
1660 1732 24002
190 1315 7478
353 678 23618
600 128 12177
877 1467 10064
922 1468 21549
531 577 126
1777 1971 37829
1669 694 34777
1258 1633 10811
971 1645 36894
1324 1834 208
802 186 21238
419 1137 5717
595 366 39183
658 1287 3002
558 170 27930
683 1946 1900
864 1615 4946
1992 872 26930
802 195 2574
47 1518 4408
255 319 22945
1844 738 20434
1560 1332 10799
742 342 16437
95 1251 24606
24 1934 2904
1923 1149 36870
1220 1140 34093
150 1941 24287
723 339 27805
1482 593 8475
427 436 37212
860 347 38896
10 1088 23589
446 1182 12839
1052 1205 3124
307 1480 32272
1176 1051 11411
1620 1552 27703
1907 627 38042
63 108 38986
537 886 15422
101 97 2120
996 106 9208
584 552 28741
1774 1955 12298
898 261 38129
1169 1788 27531
580 1759 11083
282 17 27709
675 79 1816
1661 968 29054
1434 1068 17150
1553 415 13256
1112 1350 33807
1853 1123 16113
502 20 10373
982 1189 2512
512 120 30270
1594 753 34287
1654 1428 38717
1822 1088 15684
875 521 35103
24 73 15869
1279 1185 25218
1437 1389 32341
1549 1890 360
273 1223 37900
1136 1734 19
1406 1680 30772
44 1333 8199
760 1154 7638
796 28 8158
1898 52 4582
1767 1682 9766
1336 1471 1506
1676 1019 35747
388 1644 26969
639 779 2703
1010 184 6734
133 579 34066
683 1339 35572
320 134 7599
477 383 2
1058 501 26036
1176 1837 39506
681 1864 12876
428 603 36519
1396 1242 29298
450 251 17833
1183 383 32764
1601 1065 102
1172 1736 4587
770 212 4969
1124 1621 13470
1159 1148 11658
664 181 35521
1891 608 34476
410 355 13717
59 1157 2319
243 339 31053
1006 291 24469
1459 1462 30204
45 584 12767
1014 1707 16739
835 1217 11887
844 232 36067
364 122 5026
1191 531 29380
907 941 24536
1225 1536 37227
629 541 21517
1097 2000 12979
1300 44 11914
66 1409 25620
805 595 29188
1043 1438 29419
1109 154 35540
134 1344 423
1865 603 33363
401 179 24898
1979 808 7791
1495 1904 22142
825 1204 36185
738 1621 3946
709 777 22540
1896 1819 16330
1314 927 24483
1206 1412 34178
1628 1277 22780
1342 29 28959
592 7 3766
734 1853 11669
875 1030 39224
1411 1767 19197
1356 828 11973
248 1075 25792
577 741 13070
1411 1946 22482
1588 1925 36110
720 1618 38490
1678 561 30496
1795 1294 22700
1463 168 31729
1039 1579 25848
235 1286 27027
559 1885 28101
350 813 14841
1420 575 22786
253 515 5062
714 1234 38680
1203 911 21240
50 705 36886
749 519 35053
830 1909 983
1029 495 18621
55 1054 26857
155 1755 5670
996 1526 12244
133 1778 758
1195 843 30343
226 45 17253
1465 94 34309
350 1195 13180
1755 24 33088
1089 1404 25935
61 1458 10988
918 1612 6742
587 959 22620
1182 1092 4749
292 638 25592
634 863 3636
239 679 2082
547 1381 7276
78 1135 3651
1518 575 17054
1452 636 30863
791 1553 474
1884 491 9785
503 1672 8876
1252 315 35513
843 949 8375
830 1187 21405
911 85 38785
538 515 8271
188 32 10846
1593 1835 17833
455 625 23385
1281 508 22227
1065 1363 30250
292 966 4565
156 1808 15513
530 989 33051
286 1900 15135
1071 437 7649
1341 977 32
538 921 21866
370 1728 490
106 1360 15350
332 424 9064
582 1067 30029
1146 1222 23836
1010 103 26824
60 388 1075
1546 1458 33864
1547 1151 5192
1578 1688 12112
1444 58 38191
285 163 7550
1986 495 6325
1049 1428 3391
1077 573 30612
1264 1582 12714
440 1641 7454
1866 1538 20911
1729 1084 14061
920 662 34101
1384 457 26158
1574 741 2672
1124 1079 29518
1800 127 16945
1191 1556 9517
1802 819 15450
868 1610 31442
321 1476 28980
1583 1556 12063
1996 828 17076
96 211 29532
605 136 2625
1276 1611 31703
1146 1411 2181
90 601 24088
1959 754 1259
1408 1973 36868
1202 645 4695
533 228 22251
595 575 11078
23 1022 19640
1554 1626 9775
530 1253 21738
584 398 29148
1117 488 28100
1204 798 9205
462 557 25178
1330 1758 39822
24 290 30401
626 1237 10975
1703 1259 11996
1694 1164 15973
1469 1694 25578
1558 629 33975
705 1745 10814
1156 949 5611
360 1410 26520
1889 1091 32277
63 1467 919
463 92 24507
1790 147 3765
137 1840 37280
462 1660 11325
39 1217 33954
13 273 23698
1179 1428 4646
1141 140 14408
1660 28 13498
289 90 39316
1207 905 1408
1713 1046 19906
1829 1182 38097
1460 1643 25757
785 1681 973
738 46 25598
787 1224 15025
1785 716 7516
192 728 35544
41 1016 7985
1357 574 35241
1116 638 8286
1021 818 15468
1469 277 25462
1225 1061 31143
550 150 15540
147 937 33115
1523 721 5830
1039 1264 36557
934 1304 33924
1270 1012 2497
511 479 3134
796 1851 35951
263 1320 14580
1725 544 37640
1219 1445 11790
758 1591 37078
1872 1466 38150
1701 856 29413
610 1789 17068
533 1058 432
1382 1568 20910
515 716 14761
818 978 20080
1397 1054 18975
1388 272 12420
1529 1381 22362
606 1252 23827
1107 1305 20682
519 266 8470
1939 798 27880
370 179 37799
1279 1046 6514
391 215 25844
470 1963 4897
1797 1350 7521
216 1231 12901
577 188 10505
404 1295 6161
1437 165 36426
259 103 15223
138 472 17754
288 103 10799
802 493 19365
997 1315 25327
1893 1111 19028
1765 1678 12258
1018 606 34798
1522 1361 12092
1682 798 6256
459 1056 30711
1681 1545 13182
1786 1832 3636
936 985 20481
300 1981 147
1978 226 1609
1006 342 37286
1615 1359 5891
412 1232 11252
855 1265 30401
1111 1723 35456
1821 1404 3352
1354 1541 19183
1342 477 38520
1822 776 10852
1968 754 21077
1928 111 25771
1213 77 5129
1455 489 2361
1058 1343 23625
1458 805 21700
1265 977 15455
616 683 18995
151 24 39471
670 197 16247
1521 516 7352
950 443 35462
720 7 25538
200 1813 12378
560 871 8073
537 680 15229
236 1945 24558
42 560 5592
1036 710 1967
507 1379 34163
1105 1252 15030
456 553 29824
269 1272 35830
158 1471 31642
888 383 24864
1312 1271 9544
540 1858 17488
1449 1899 12047
1040 934 5109
1006 1792 2487
1168 896 4090
549 1703 34642
372 323 36265
553 481 14088
195 1720 6822
1058 1031 38092
601 1570 2301
440 1371 2199
487 410 9484
1595 1416 27276
433 935 24523
875 1484 12226
1868 1855 18548
485 408 25380
572 954 5099
1393 363 2129
1836 1316 28051
488 1755 27421
686 593 5830
521 187 1597
148 972 12532
671 198 6367
1248 65 16573
1795 549 35332
1527 1472 14285
625 1216 11000
1106 1403 2315
1508 1890 2069
1280 927 18662
1461 1448 17200
1058 1595 36523
1941 617 720
307 1864 17137
879 11 2037
211 1537 9509
847 513 2724
1846 1618 16127
160 1477 12016
581 756 28943
1242 217 32742
793 1626 10688
1316 1566 27305
387 1872 7520
1523 750 9882
1912 1312 23418
1420 159 5931
495 4 35900
621 516 17729
989 1096 22484
283 689 5052
1376 1481 10677
63 1148 4594
1719 1535 465
1591 1409 7567
1472 1320 21230
890 1091 19388
1172 1586 5744
1423 558 26259
1151 1898 35706
1987 180 16394
1390 1555 18226
67 1970 1374
660 40 39260
1477 1630 29020
1395 1102 12692
624 343 39782
364 1866 25719
107 1288 30277
717 791 18174
774 1129 14706
1519 518 12612
1744 936 18933
1469 1948 20973
728 1424 22602
1748 1170 30055
791 1793 30397
924 156 22262
643 614 37902
1271 1682 15044
1444 455 16172
501 1973 2689
1465 1717 17977
397 1185 33924
1369 265 7347
323 364 18516
377 1154 8660
1126 77 37168
1387 1071 29781
1640 341 5463
683 137 36269
1206 637 22242
247 453 14310
223 850 13846
146 570 16462
1492 892 14825
359 1269 14330
1370 746 14759
537 132 1829
670 124 2170
484 806 30306
752 364 17294
1345 610 15747
6 832 948
1852 977 37517
665 820 24409
1490 1530 28029
171 899 38774
929 1788 35257
1110 457 15380
1279 940 30538
1936 43 16901
1581 1740 9862
1679 1745 34693
626 1948 38021
495 613 30840
1255 454 20721
1283 624 19971
408 1905 25758
16 1014 20566
1748 644 9857
637 931 29900
1889 511 15639
1750 190 21383
442 1167 13683
462 1661 16295
1653 915 36748
373 549 5723
343 1308 21627
453 1324 38992
1018 1071 23635
875 59 38565
1126 1947 21076
764 1696 19617
498 489 35135
532 1302 25148
826 954 10414
1925 1678 15315
2000 372 38622
1626 824 28297
618 1842 39719
604 1068 19777
1169 193 21723
596 1308 15418
564 157 31906
1698 689 29207
1197 1866 34512
1611 1791 32189
925 1790 34913
1898 1767 35736
195 736 7929
1913 1340 1348
1690 860 9540
1764 1455 37199
1182 18 29356
1439 67 32396
998 1616 26261
1509 1226 403
50 502 544
962 751 8311
1049 945 15398
1330 1210 12737
677 1251 27948
569 1014 9402
1767 547 5771
1474 1986 12190
1869 983 13805
130 843 17382
532 892 38235
1076 205 34985
1738 1254 32282
1487 935 33491
576 1611 14741
523 179 34106
1925 1946 30653
47 1419 32638
236 1640 21972
40 1769 36814
1421 652 22058
7 79 16262
992 168 7867
1273 1655 4801
763 230 4764
1855 752 20942
1960 1028 3239
964 1075 21010
1601 1662 26649
1924 1702 6417
1090 1474 33420
1147 1481 35499
1760 824 10018
1979 96 19672
1131 1210 26253
1894 1416 21357
836 1375 14384
426 691 3810
1435 291 5472
83 567 29525
851 1656 13350
271 1154 38830
121 913 10005
490 1243 10100
514 374 21661
766 267 23076
122 1454 4803
506 1880 37493
667 1314 30135
138 1749 1053
1662 599 30708
1012 1221 13861
193 1693 3126
198 535 6368
649 1048 21093
662 1813 19360
89 1935 11165
891 792 7044
735 1458 20710
1222 1948 38810
274 1609 27760
982 972 17333
1194 1517 3025
671 66 27559
1039 1066 30606
483 1727 34771
1842 168 25057
1359 1058 15848
754 145 3657
1463 1366 37604
624 1991 23565
384 972 14888
1716 518 10404
1092 1188 12821
1003 578 35887
1960 1061 13965
730 1254 10132
1786 612 25542
1985 1366 17686
1642 1180 9403
1597 1804 5393
1161 539 32717
49 254 21586
804 1697 15125
1625 699 19703
1863 659 9115
1827 1740 2720
1959 1878 15332
1852 1862 3049
1889 1855 26580
1643 1452 4735
1035 612 5273
103 1012 1878
40 1816 33927
1165 1792 12625
867 1654 37635
333 1480 23727
1052 1790 39604
735 1641 13817
135 1529 33672
715 1171 13123
1801 558 12086
1426 1012 9098
1303 1052 7265
1229 216 23056
206 1434 8709
192 1766 18188
1918 1169 14330
1873 1904 29970
1690 38 31851
1361 1104 29373
835 1257 24282
920 682 5646
17 1984 35049
1281 1565 11264
336 122 23049
1396 313 3166
1584 231 34334
265 103 4589
586 144 36979
436 1856 34434
161 690 1690
794 1610 20371
791 1978 8707
1839 1259 623
1454 1946 8744
502 1342 27056
1667 1277 35638
353 1893 34093
941 478 36236
271 1266 32092
705 1778 34781
394 571 12742
765 1362 18720
1823 1200 16330
445 654 28627
1188 1507 24320
595 1526 17948
233 1878 23840
325 1170 28318
912 1441 19583
1355 497 23360
488 890 20282
1229 6 15995
300 1828 9195
629 272 200
1608 1811 12058
1927 406 11583
1875 990 25812
66 1314 22982
383 577 32774
317 1932 13270
28 771 2511
310 1999 24517
656 651 696
1850 1279 15320
401 1238 37130
459 1165 5887
41 1391 876
1853 1456 12541
1186 191 37118
311 859 19401
1580 887 34171
90 1548 10521
958 203 7171
1654 405 36802
1325 1157 8039
454 1615 21555
341 8 15297
1568 212 13105
109 1749 3295
1226 59 38153
978 1990 17391
1148 79 1290
20 1389 5845
1191 1394 36601
1992 718 13757
382 1523 25724
1937 215 4083
1233 1783 14646
337 1891 394
1983 1468 26804
488 445 30793
230 1944 11223
1872 1963 32611
1716 1153 8356
668 1496 1073
424 1878 596
499 166 9162
581 1750 34944
1226 439 3186
1971 421 34653
774 1260 25097
1566 1490 1392
1141 1713 21355
1751 1428 4859
107 447 28707
1531 870 24584
478 1721 3101
1640 653 23202
583 231 21640
1769 201 34413
773 1327 16024
222 1244 23865
1613 384 15577
1319 487 33356
178 945 33802
1236 475 27024
171 953 38744
1271 944 29396
472 1526 13626
464 1646 28179
876 771 19857
899 992 23100
1116 604 5484
692 275 32322
48 804 39266
1849 39 20092
872 209 19044
1967 1831 37987
1363 302 31865
1340 1117 3862
1870 344 28632
1726 1243 7623
826 710 18579
661 1401 39205
982 1448 38008
599 1649 46
690 520 22606
86 487 32436
424 201 12737
288 1540 14206
502 1762 38549
1133 1487 18143
1108 312 16852
38 1324 10253
1242 657 31700
1249 1255 31348
1646 1945 36220
251 30 5058
686 453 7258
1774 1093 9149
1979 1594 38910
528 1078 36397
1022 537 21060
1874 926 38384
126 167 37040
177 1767 12647
1877 1764 32591
96 366 24972
1153 1051 27776
762 1177 29220
1910 1507 33165
1172 386 24595
1568 1408 11131
627 1281 4057
1362 1406 2575
754 1934 4694
1400 1810 6809
342 257 35175
1665 1761 38577
1440 522 29753
1012 784 15612
176 1955 1997
770 1874 3404
253 500 33036
309 214 24793
1235 1319 6727
280 718 2888
1089 1411 13145
263 1075 35257
839 866 131
944 1877 36914
555 405 17220
551 1174 21093
307 1426 25944
1694 86 30157
487 1673 23475
1565 1952 18544
452 1040 7954
1948 1654 13028
1205 493 14246
1335 1788 4474
600 342 16878
1819 1244 36052
911 1902 25829
854 1596 33915
1011 82 11939
837 1646 11890
1381 449 33282
1686 397 34935
1066 1601 11779
1311 1287 29918
1784 1886 32259
662 1704 9855
1065 614 9756
893 1467 17703
1159 829 25784
1449 18 29781
1691 1750 32582
972 1435 10978
258 500 32930
389 162 22216
306 298 8453
917 1311 12508
1123 727 19121
878 1971 6939
933 1482 6120
716 930 137
849 620 238
1430 1943 21672
759 201 26524
1688 941 29037
255 1598 37334
1059 514 20996
1566 1988 19722
686 866 15693
1976 1798 39174
447 865 22103
583 65 12723
820 1846 665
844 604 17217
1719 643 30509
755 897 34107
441 307 12972
1436 1872 16960
1158 909 12177
850 885 16326
23 1331 11542
477 266 27607
1199 1437 9804
216 632 16408
1784 350 33050
293 1105 38299
399 1897 605
1722 1332 8829
681 489 5737
857 1690 30973
1182 1712 10656
724 189 21273
682 1739 26709
485 306 1341
1244 90 8042
646 734 39498
944 1132 9394
1900 853 18726
728 1886 3566
817 742 23256
1789 276 33319
796 1351 15859
68 384 23598
777 1220 6255
469 464 24696
862 1109 29429
360 404 10912
105 655 22117
830 1383 2
396 551 33095
3 691 21370
1321 1487 9072
1180 1554 27455
1129 682 2675
1383 1150 27490
431 364 18598
1859 723 3353
771 827 26007
887 9 11741
888 756 6291
1982 1110 36982
1704 430 34468
775 1961 16373
230 1441 13055
1256 1176 18556
745 1606 919
1694 1464 35993
1046 234 13172
1404 1472 31180
1145 359 6287
1435 693 5396
768 396 18177
1587 1522 24138
1960 103 39578
1014 1358 27105
1569 454 18710
840 499 174
832 1544 18759
3 948 20231
1534 444 941
172 230 33985
1567 998 20732
96 936 10254
233 895 26356
162 260 28066
1267 181 2871
328 1020 9370
501 203 7265
1612 558 26212
194 91 27007
1134 615 23237
1471 181 8234
202 276 5521
807 860 38768
1163 1374 1027
1580 992 23559
450 1319 30930
1819 172 19133
1084 1783 34042
1647 1976 34132
654 1461 11098
1890 1283 21279
475 1485 31906
347 291 27118
1114 1805 2843
493 1384 29834
51 186 39504
1333 356 35675
817 1791 29809
858 1438 2136
1341 443 33597
439 684 27231
69 1510 14715
326 1856 35358
1443 970 39162
637 1814 6898
822 1864 25083
326 1196 19438
352 12 33581
161 1221 21018
296 562 37812
244 1000 30847
1475 1068 8356
541 1393 8563
1898 1188 33884
1060 1824 1697
309 646 15561
1391 971 19108
1180 1674 31472
760 1834 6692
129 482 11605
292 725 24604
1138 551 19671
1845 1092 21416
408 989 20603
291 400 16426
1988 708 31423
1900 450 28745
1359 1982 419
1182 1093 16252
226 1574 34733
1830 1865 5810
434 1355 360
456 1199 25803
223 1958 4792
825 249 5543
1603 588 38603
1025 839 5404
122 549 5385
540 1731 24830
1143 308 8403
1876 137 26619
37 922 33973
396 1730 31524
199 1952 31481
1342 1129 24081
1236 731 11020
1838 107 7858
1242 580 22759
978 1119 14489
1807 262 15148
209 489 3636
828 525 910
1152 1272 26639
675 1822 14942
156 1515 30070
588 751 1152
1608 588 39611
1817 1829 14190
575 807 1661
1415 965 21922
562 1174 22410
198 353 5286
1107 1856 14557
97 531 28731
1038 1038 16245
1460 1977 18995
963 1584 31935
925 1401 24115
1115 1975 37273
775 1390 16238
1048 303 5763
1809 500 32467
1094 1958 10322
2 54 7204
732 1444 14593
1329 1255 16570
675 217 20505
609 1142 37905
1076 608 4232
348 1734 17621
937 781 5923
699 941 12775
1517 34 39084
191 35 35138
1394 1119 4933
339 799 22187
908 1473 755
1764 434 20248
1669 1509 11207
1900 1856 18940
1872 793 18072
146 1843 31012
1272 1360 19397
356 1550 37784
1845 1295 34902
777 1633 19700
1315 892 7524
421 656 33957
669 676 39465
1875 927 17673
1167 1150 28465
1238 1295 26659
602 919 12018
1998 1274 23919
1781 1118 33214
1034 246 7198
1085 1912 6090
609 332 3097
565 1352 39772
382 1579 33050
54 745 4199
518 334 35493
1528 1287 8763
1546 1285 14036
1816 1417 35505
1381 451 38102
579 1535 4013
1020 495 6697
116 1060 26400
239 1793 37978
1288 1846 13074
1486 715 13408
1330 242 22694
445 139 20330
480 1955 7747
337 1335 12549
790 265 18083
1155 1284 20930
1851 1751 22341
602 1989 18133
580 1628 25978
1653 1465 30692
1412 1147 15285
458 1591 35424
787 422 27730
885 758 25416
1433 1548 35681
1868 702 20964
797 904 20715
1137 1505 31055
1621 436 5035
1598 441 30499
641 1852 11997
277 309 5587
1700 1448 14361
1781 332 37470
1197 1765 33017
877 1632 34070
1840 780 7325
906 1916 19182
313 1536 27617
1347 1485 2057
197 477 32261
194 753 24569
132 805 28368
492 585 18700
1962 1781 816
1330 657 36447
1752 849 15578
1076 106 7845
609 418 31380
226 116 21216
634 313 11692
894 858 10796
1815 989 17600
182 1833 16185
1233 1794 28317
48 1475 13326
846 1226 28526
423 654 14631
267 1262 35401
1998 1839 15868
1565 473 30180
1608 1718 3037
404 1532 16378
3 66 8210
539 1298 12355
856 1698 21829
533 543 27055
1058 1318 28060
40 1936 11321
1792 1934 33512
1660 1850 23984
1839 1458 7701
1228 1861 5585
1605 215 9650
166 754 34947
520 1961 34996
348 493 13539
1754 1902 15208
1813 1941 15143
1486 1733 37428
997 1392 23278
1332 1582 20735
1384 809 36947
968 765 13161
617 930 38266
1916 1449 20578
911 149 13422
801 1902 5323
360 67 7264
1503 1552 7348
1282 900 28739
559 583 10672
1645 1966 39833
943 934 12597
104 1902 9879
721 1817 11327
1299 1080 27827
720 1880 13729
395 592 26147
1658 94 50
1357 1727 8949
447 638 29531
1118 282 25848
950 1577 10781
1547 1680 26683
1777 752 24851
1103 50 3930
1282 1122 10162
1010 1516 18753
1156 1525 1198
1205 1233 31276
505 1679 15913
387 796 8547
234 98 6123
1367 1996 21802
401 1772 2905
1251 1226 17307
1533 507 38428
46 1868 24295
1150 1375 22171
699 931 39403
1974 1435 21081
1887 173 14228
433 759 22325
555 125 14320
708 877 91
1964 479 27317
1270 363 3823
1697 408 19691
343 1909 17417
513 607 4348
1915 581 22134
995 819 20307
1223 1603 21065
1899 509 31541
219 1568 34769
309 1531 19247
1977 801 21610
152 849 8369
1842 1192 38278
1610 1704 28884
1957 1971 7816
91 1317 30986
397 891 30588
1813 790 5448
1705 1008 21015
473 1668 32898
71 1645 25698
1680 1796 26898
49 1989 28089
326 1598 4145
1561 1555 34467
1729 1645 23783
714 393 22674
1654 557 13463
1101 261 10470
468 1085 6489
1365 1155 36133
1062 1187 15928
311 1235 38268
400 1912 7866
896 1824 1772
1362 1552 5768
1144 266 36512
1817 271 35068
1631 1371 25680
452 1838 3116
941 1202 30270
1425 615 37808
1705 926 5042
1972 1677 39305
189 572 13129
1960 285 10680
79 1428 19297
590 1597 29567
1657 1579 3290
1688 31 5127
803 1323 20681
1425 747 35647
1232 451 572
626 775 12600
1930 963 3171
1410 923 35807
442 1353 21587
90 1943 19535
9 1951 3113
1298 1639 15495
776 793 26817
1808 217 25916
1455 1801 28718
26 426 33492
978 707 4455
148 469 19729
307 910 5081
1893 1351 37023
1427 1359 23326
539 656 36964
386 1784 30108
1554 1591 36677
1469 1045 14477
187 1423 1254
30 400 39960
484 899 16428
564 1205 17689
1645 1449 23040
1019 875 14750
344 1766 39758
1659 151 19541
1767 1704 7483
443 1525 6528
919 63 6302
172 92 23053
483 928 16303
1263 1491 25508
1303 1487 21308
694 506 34183
1444 849 16300
1201 860 30450
1093 626 12505
575 1420 28381
1454 338 30443
107 861 4887
1159 1695 39814
1462 957 27656
1321 612 17143
628 1305 1648
1162 748 848
1461 300 11707
262 1392 20684
1119 319 28103
1499 1772 4792
294 231 35652
1180 1389 29699
1345 1202 7007
1352 522 21618
494 1502 12923
493 1015 32022
1693 476 38674
1751 1089 16065
435 207 735
537 1706 2859
1329 1999 25089
1332 1530 10477
1030 874 8031
389 225 10552
6 1071 28405
1280 1915 19420
1654 1607 36247
327 1358 29335
743 1792 3894
1478 680 31951
336 8 23949
1424 1692 13830
252 1073 5055
282 1461 25279
1186 1819 701
1590 1450 16616
1361 1103 30222
1959 1429 9579
1646 172 11722
1539 1 28402
1489 336 20761
1789 111 24452
1618 714 21877
672 996 23689
302 181 11507
1003 122 30957
1970 1835 30411
191 1793 15840
122 1790 32363
195 1328 715
948 1168 11050
1709 1308 37512
512 1277 14225
740 1948 29220
429 602 5752
1935 1956 12226
1243 1925 24412
1654 467 38556
1845 940 346
559 1135 30025
1273 82 39545
674 142 12852
185 1006 129
761 1745 6428
333 173 17029
436 460 25336
661 54 15260
1424 59 6079
1980 1903 11018
677 813 34504
1053 85 24938
597 1110 3079
1449 1646 26084
1929 407 32181
708 739 12353
89 1526 7164
1424 539 11218
1036 1962 7628
1114 293 19531
483 969 24695
987 22 31132
1924 618 6241
1354 418 23887
1790 698 14645
1970 1406 7735
674 1494 5260
190 917 15798
1407 304 20112
1386 1769 20404
1268 252 13373
1963 1590 21746
1094 1865 8715
1686 1218 23485
1924 1007 26182
568 1328 19587
302 2 13432
1914 191 36701
63 1949 21004
174 1334 8773
578 602 11024
302 916 14965
47 9 12829
1113 46 4046
597 1970 7405
1131 537 18732
717 1191 3085
501 1104 7627
1201 1166 3575
204 1340 31261
976 269 30214
351 570 25129
1315 968 3489
143 432 11534
541 1029 29503
1945 159 28392
1028 1227 19582
113 1727 1037
91 1279 28554
1666 1483 2245
1278 810 22513
1843 1513 15434
1323 1179 2753
1163 1674 33185
696 214 10213
551 510 32723
942 1889 301
875 1 6380
1911 92 7658
464 109 25140
709 1738 20302
1573 1932 7814
1007 1254 38992
1759 416 3017
1295 1463 31230
1859 365 91
581 1658 11980
1234 532 26332
1613 794 10775
1270 1610 8883
762 318 972
1063 242 20903
1228 1600 6508
571 1359 1275
1588 1005 16738
1169 864 31454
1260 1796 1112
1239 1029 21643
1922 641 10437
697 1911 36046
1931 672 20715
903 86 23308
157 1313 22908
1017 1883 18618
291 1822 3622
1380 991 24485
834 250 30281
1945 1840 21309
1587 1761 302
375 809 22212
772 740 21235
1838 1994 21320
1146 150 26632
405 1518 28866
1022 1809 34688
643 1188 31678
1480 373 16279
1760 317 470
1420 256 10582
1721 982 17391
284 106 26130
1518 1943 30475
837 1440 14976
1468 1844 22494
334 865 14302
1373 1860 39841
1050 1339 10566
1680 1450 14882
149 1221 23489
1082 942 10471
472 1577 4576
953 1095 22870
1427 1931 8662
755 1751 28505
1248 436 13722
1901 1808 7933
93 1209 35623
658 1240 7072
1892 1740 12644
1380 821 19937
202 1645 7514
1129 949 36608
351 728 4890
1012 1482 18992
1868 729 31427
1941 629 29586
225 1073 5146
1847 1731 14385
1270 1622 10476
1914 1353 11297
1850 1907 23293
1715 1387 36241
674 1737 33320
1564 1100 36801
907 1320 21881
686 1260 6509
623 1837 19582
1769 1683 31664
505 1305 17637
981 1218 37341
629 1419 21247
273 1134 6634
865 159 12722
185 1722 11822
985 981 21493
866 1666 19104
1726 288 8940
1659 408 22975
1674 913 28279
1310 245 33848
651 1225 23266
249 1497 36751
882 361 30910
1956 897 6983
129 1882 20315
1621 1099 25980
724 1176 2620
1664 835 39027
638 508 22291
1268 170 6535
1115 820 32111
380 1068 5959
1483 302 4320
744 609 13216
78 737 29449
393 709 38547
372 1432 36075
991 1447 8909
370 436 17768
660 1703 3937
1547 817 1108
1657 1549 30528
1616 1383 15181
287 126 7789
1854 555 16525
1303 947 19233
201 1671 35016
275 1013 36463
1535 1382 39250
1303 42 35305
1591 1588 22121
1051 1596 12021
1578 1211 5403
758 1849 25880
546 1703 435
1422 1357 25733
1006 1557 11403
21 184 36416
835 70 19797
437 1724 20190
1741 1315 4129
213 365 3725
234 294 21287
1988 1051 21136
220 1948 12838
1006 1721 22194
738 726 4102
141 1098 34637
908 1933 2707
704 721 2430
1246 461 34096
1374 673 22460
1450 1258 27105
737 1598 34155
1872 1817 454
709 822 26174
1254 1911 6899
1355 51 13997
1992 958 281
1050 14 5001
1479 1611 19813
1575 984 30485
386 434 38095
1491 1522 11692
1997 1393 13508
451 453 36681
976 1706 30591
1875 1412 2994
223 1755 30303
855 804 12316
207 635 38278
19 561 3262
855 946 20047
949 788 33568
640 1137 21312
499 1939 39764
1179 914 23821
122 1140 17584
1467 1714 19339
1769 568 28142
437 1126 2776
714 1144 17336
327 1999 10634
725 947 9773
644 1939 8909
1955 437 1199
70 1968 16465
242 89 21604
1826 1555 19670
1164 1675 14589
1657 111 7715
433 825 15210
120 1151 31208
1105 1876 6507
878 519 36445
138 826 10881
1337 1247 2848
153 1489 39288
108 1314 3194
1777 829 4869
718 485 12979
432 917 22155
1641 1389 35658
1201 493 29885
1707 1370 34755
151 1860 31580
1031 1196 12827
231 1348 38667
1870 1807 13980
1064 1584 30808
1932 301 37292
1262 1084 32561
1769 724 33949
1426 276 4793
1310 1982 2163
64 132 24022
1996 1515 31569
1174 97 1268
1840 1966 31074
171 1029 17009
978 1312 13661
621 926 28744
1533 694 33820
